DepTime,DayOfWeek,Holiday,Weekend,HighTemperature,Weather,WindStrength,Origin,Destination,Trips
0:00:00,6,0,1,20,0,1,-1,-1,3108
0:00:00,6,0,1,20,0,1,-1,0,42
0:00:00,6,0,1,20,0,1,-1,1,10
0:00:00,6,0,1,20,0,1,-1,2,2
0:00:00,6,0,1,20,0,1,-1,3,21
0:00:00,6,0,1,20,0,1,-1,4,101
0:00:00,6,0,1,20,0,1,-1,5,3
0:00:00,6,0,1,20,0,1,-1,6,52
0:00:00,6,0,1,20,0,1,-1,7,35
0:00:00,6,0,1,20,0,1,-1,8,124
0:00:00,6,0,1,20,0,1,-1,9,17
0:00:00,6,0,1,20,0,1,-1,10,72
0:00:00,6,0,1,20,0,1,-1,11,22
0:00:00,6,0,1,20,0,1,-1,12,1
0:00:00,6,0,1,20,0,1,-1,13,10
0:00:00,6,0,1,20,0,1,-1,14,7
0:00:00,6,0,1,20,0,1,-1,15,20
0:00:00,6,0,1,20,0,1,-1,16,5
0:00:00,6,0,1,20,0,1,-1,17,4
0:00:00,6,0,1,20,0,1,-1,18,16
0:00:00,6,0,1,20,0,1,-1,19,10
0:00:00,6,0,1,20,0,1,-1,20,5
0:00:00,6,0,1,20,0,1,-1,21,15
0:00:00,6,0,1,20,0,1,-1,22,14
0:00:00,6,0,1,20,0,1,-1,23,21
0:00:00,6,0,1,20,0,1,-1,24,9
0:00:00,6,0,1,20,0,1,-1,25,12
0:00:00,6,0,1,20,0,1,-1,26,17
0:00:00,6,0,1,20,0,1,-1,27,8
0:00:00,6,0,1,20,0,1,-1,28,10
0:00:00,6,0,1,20,0,1,-1,29,22
0:00:00,6,0,1,20,0,1,-1,30,11
0:00:00,6,0,1,20,0,1,-1,31,24
0:00:00,6,0,1,20,0,1,-1,32,2
0:00:00,6,0,1,20,0,1,-1,33,22
0:00:00,6,0,1,20,0,1,-1,34,4
0:00:00,6,0,1,20,0,1,-1,35,4
0:00:00,6,0,1,20,0,1,-1,36,10
0:00:00,6,0,1,20,0,1,-1,37,4
0:00:00,6,0,1,20,0,1,-1,38,2
0:00:00,6,0,1,20,0,1,-1,39,6
0:00:00,6,0,1,20,0,1,-1,40,17
0:00:00,6,0,1,20,0,1,-1,41,0
0:00:00,6,0,1,20,0,1,-1,42,0
0:00:00,6,0,1,20,0,1,-1,43,14
0:00:00,6,0,1,20,0,1,-1,44,2
0:00:00,6,0,1,20,0,1,-1,45,2
0:00:00,6,0,1,20,0,1,-1,46,9
0:00:00,6,0,1,20,0,1,-1,47,7
0:00:00,6,0,1,20,0,1,-1,48,0
0:00:00,6,0,1,20,0,1,0,-1,47
0:00:00,6,0,1,20,0,1,0,0,0
0:00:00,6,0,1,20,0,1,0,1,0
0:00:00,6,0,1,20,0,1,0,2,0
0:00:00,6,0,1,20,0,1,0,3,1
0:00:00,6,0,1,20,0,1,0,4,0
0:00:00,6,0,1,20,0,1,0,5,0
0:00:00,6,0,1,20,0,1,0,6,8
0:00:00,6,0,1,20,0,1,0,7,0
0:00:00,6,0,1,20,0,1,0,8,2
0:00:00,6,0,1,20,0,1,0,9,0
0:00:00,6,0,1,20,0,1,0,10,0
0:00:00,6,0,1,20,0,1,0,11,0
0:00:00,6,0,1,20,0,1,0,12,1
0:00:00,6,0,1,20,0,1,0,13,0
0:00:00,6,0,1,20,0,1,0,14,0
0:00:00,6,0,1,20,0,1,0,15,0
0:00:00,6,0,1,20,0,1,0,16,1
0:00:00,6,0,1,20,0,1,0,17,0
0:00:00,6,0,1,20,0,1,0,18,6
0:00:00,6,0,1,20,0,1,0,19,0
0:00:00,6,0,1,20,0,1,0,20,0
0:00:00,6,0,1,20,0,1,0,21,1
0:00:00,6,0,1,20,0,1,0,22,0
0:00:00,6,0,1,20,0,1,0,23,0
0:00:00,6,0,1,20,0,1,0,24,0
0:00:00,6,0,1,20,0,1,0,25,2
0:00:00,6,0,1,20,0,1,0,26,4
0:00:00,6,0,1,20,0,1,0,27,1
0:00:00,6,0,1,20,0,1,0,28,0
0:00:00,6,0,1,20,0,1,0,29,5
0:00:00,6,0,1,20,0,1,0,30,0
0:00:00,6,0,1,20,0,1,0,31,0
0:00:00,6,0,1,20,0,1,0,32,0
0:00:00,6,0,1,20,0,1,0,33,0
0:00:00,6,0,1,20,0,1,0,34,0
0:00:00,6,0,1,20,0,1,0,35,0
0:00:00,6,0,1,20,0,1,0,36,0
0:00:00,6,0,1,20,0,1,0,37,0
0:00:00,6,0,1,20,0,1,0,38,0
0:00:00,6,0,1,20,0,1,0,39,0
0:00:00,6,0,1,20,0,1,0,40,0
0:00:00,6,0,1,20,0,1,0,41,0
0:00:00,6,0,1,20,0,1,0,42,0
0:00:00,6,0,1,20,0,1,0,43,0
0:00:00,6,0,1,20,0,1,0,44,0
0:00:00,6,0,1,20,0,1,0,45,3
0:00:00,6,0,1,20,0,1,0,46,0
0:00:00,6,0,1,20,0,1,0,47,0
0:00:00,6,0,1,20,0,1,0,48,0
0:00:00,6,0,1,20,0,1,1,-1,345
0:00:00,6,0,1,20,0,1,1,0,1
0:00:00,6,0,1,20,0,1,1,1,1
0:00:00,6,0,1,20,0,1,1,2,0
0:00:00,6,0,1,20,0,1,1,3,1
0:00:00,6,0,1,20,0,1,1,4,16
0:00:00,6,0,1,20,0,1,1,5,0
0:00:00,6,0,1,20,0,1,1,6,17
0:00:00,6,0,1,20,0,1,1,7,11
0:00:00,6,0,1,20,0,1,1,8,78
0:00:00,6,0,1,20,0,1,1,9,2
0:00:00,6,0,1,20,0,1,1,10,19
0:00:00,6,0,1,20,0,1,1,11,5
0:00:00,6,0,1,20,0,1,1,12,0
0:00:00,6,0,1,20,0,1,1,13,4
0:00:00,6,0,1,20,0,1,1,14,0
0:00:00,6,0,1,20,0,1,1,15,3
0:00:00,6,0,1,20,0,1,1,16,2
0:00:00,6,0,1,20,0,1,1,17,2
0:00:00,6,0,1,20,0,1,1,18,3
0:00:00,6,0,1,20,0,1,1,19,1
0:00:00,6,0,1,20,0,1,1,20,1
0:00:00,6,0,1,20,0,1,1,21,1
0:00:00,6,0,1,20,0,1,1,22,3
0:00:00,6,0,1,20,0,1,1,23,10
0:00:00,6,0,1,20,0,1,1,24,1
0:00:00,6,0,1,20,0,1,1,25,4
0:00:00,6,0,1,20,0,1,1,26,1
0:00:00,6,0,1,20,0,1,1,27,0
0:00:00,6,0,1,20,0,1,1,28,4
0:00:00,6,0,1,20,0,1,1,29,1
0:00:00,6,0,1,20,0,1,1,30,2
0:00:00,6,0,1,20,0,1,1,31,2
0:00:00,6,0,1,20,0,1,1,32,0
0:00:00,6,0,1,20,0,1,1,33,0
0:00:00,6,0,1,20,0,1,1,34,2
0:00:00,6,0,1,20,0,1,1,35,1
0:00:00,6,0,1,20,0,1,1,36,0
0:00:00,6,0,1,20,0,1,1,37,0
0:00:00,6,0,1,20,0,1,1,38,2
0:00:00,6,0,1,20,0,1,1,39,0
0:00:00,6,0,1,20,0,1,1,40,1
0:00:00,6,0,1,20,0,1,1,41,0
0:00:00,6,0,1,20,0,1,1,42,0
0:00:00,6,0,1,20,0,1,1,43,4
0:00:00,6,0,1,20,0,1,1,44,0
0:00:00,6,0,1,20,0,1,1,45,1
0:00:00,6,0,1,20,0,1,1,46,0
0:00:00,6,0,1,20,0,1,1,47,0
0:00:00,6,0,1,20,0,1,1,48,0
0:00:00,6,0,1,20,0,1,2,-1,151
0:00:00,6,0,1,20,0,1,2,0,0
0:00:00,6,0,1,20,0,1,2,1,0
0:00:00,6,0,1,20,0,1,2,2,6
0:00:00,6,0,1,20,0,1,2,3,1
0:00:00,6,0,1,20,0,1,2,4,98
0:00:00,6,0,1,20,0,1,2,5,15
0:00:00,6,0,1,20,0,1,2,6,1
0:00:00,6,0,1,20,0,1,2,7,2
0:00:00,6,0,1,20,0,1,2,8,11
0:00:00,6,0,1,20,0,1,2,9,39
0:00:00,6,0,1,20,0,1,2,10,1
0:00:00,6,0,1,20,0,1,2,11,1
0:00:00,6,0,1,20,0,1,2,12,0
0:00:00,6,0,1,20,0,1,2,13,1
0:00:00,6,0,1,20,0,1,2,14,15
0:00:00,6,0,1,20,0,1,2,15,1
0:00:00,6,0,1,20,0,1,2,16,0
0:00:00,6,0,1,20,0,1,2,17,0
0:00:00,6,0,1,20,0,1,2,18,0
0:00:00,6,0,1,20,0,1,2,19,0
0:00:00,6,0,1,20,0,1,2,20,0
0:00:00,6,0,1,20,0,1,2,21,0
0:00:00,6,0,1,20,0,1,2,22,0
0:00:00,6,0,1,20,0,1,2,23,0
0:00:00,6,0,1,20,0,1,2,24,0
0:00:00,6,0,1,20,0,1,2,25,1
0:00:00,6,0,1,20,0,1,2,26,0
0:00:00,6,0,1,20,0,1,2,27,9
0:00:00,6,0,1,20,0,1,2,28,0
0:00:00,6,0,1,20,0,1,2,29,0
0:00:00,6,0,1,20,0,1,2,30,0
0:00:00,6,0,1,20,0,1,2,31,0
0:00:00,6,0,1,20,0,1,2,32,0
0:00:00,6,0,1,20,0,1,2,33,0
0:00:00,6,0,1,20,0,1,2,34,0
0:00:00,6,0,1,20,0,1,2,35,0
0:00:00,6,0,1,20,0,1,2,36,0
0:00:00,6,0,1,20,0,1,2,37,0
0:00:00,6,0,1,20,0,1,2,38,0
0:00:00,6,0,1,20,0,1,2,39,9
0:00:00,6,0,1,20,0,1,2,40,0
0:00:00,6,0,1,20,0,1,2,41,0
0:00:00,6,0,1,20,0,1,2,42,0
0:00:00,6,0,1,20,0,1,2,43,0
0:00:00,6,0,1,20,0,1,2,44,0
0:00:00,6,0,1,20,0,1,2,45,0
0:00:00,6,0,1,20,0,1,2,46,0
0:00:00,6,0,1,20,0,1,2,47,0
0:00:00,6,0,1,20,0,1,2,48,0
0:00:00,6,0,1,20,0,1,3,-1,47
0:00:00,6,0,1,20,0,1,3,0,0
0:00:00,6,0,1,20,0,1,3,1,0
0:00:00,6,0,1,20,0,1,3,2,0
0:00:00,6,0,1,20,0,1,3,3,0
0:00:00,6,0,1,20,0,1,3,4,0
0:00:00,6,0,1,20,0,1,3,5,0
0:00:00,6,0,1,20,0,1,3,6,0
0:00:00,6,0,1,20,0,1,3,7,0
0:00:00,6,0,1,20,0,1,3,8,2
0:00:00,6,0,1,20,0,1,3,9,0
0:00:00,6,0,1,20,0,1,3,10,0
0:00:00,6,0,1,20,0,1,3,11,0
0:00:00,6,0,1,20,0,1,3,12,0
0:00:00,6,0,1,20,0,1,3,13,0
0:00:00,6,0,1,20,0,1,3,14,0
0:00:00,6,0,1,20,0,1,3,15,0
0:00:00,6,0,1,20,0,1,3,16,0
0:00:00,6,0,1,20,0,1,3,17,0
0:00:00,6,0,1,20,0,1,3,18,0
0:00:00,6,0,1,20,0,1,3,19,0
0:00:00,6,0,1,20,0,1,3,20,0
0:00:00,6,0,1,20,0,1,3,21,0
0:00:00,6,0,1,20,0,1,3,22,0
0:00:00,6,0,1,20,0,1,3,23,0
0:00:00,6,0,1,20,0,1,3,24,0
0:00:00,6,0,1,20,0,1,3,25,0
0:00:00,6,0,1,20,0,1,3,26,0
0:00:00,6,0,1,20,0,1,3,27,0
0:00:00,6,0,1,20,0,1,3,28,0
0:00:00,6,0,1,20,0,1,3,29,0
0:00:00,6,0,1,20,0,1,3,30,0
0:00:00,6,0,1,20,0,1,3,31,1
0:00:00,6,0,1,20,0,1,3,32,0
0:00:00,6,0,1,20,0,1,3,33,0
0:00:00,6,0,1,20,0,1,3,34,0
0:00:00,6,0,1,20,0,1,3,35,0
0:00:00,6,0,1,20,0,1,3,36,0
